1653591355.6467443,13,16,29
1653591356.6729195,11,17,28
1653591357.7034607,11,19,30
1653591358.728114,15,9,24
1653591359.7389016,13,13,26
1653591360.7498214,13,14,27
1653591361.7824275,16,9,25
1653591362.7835789,14,9,23
1653591363.8001535,13,11,24
1653591364.8125834,13,12,25
1653591365.837213,16,7,23
1653591366.8629975,12,12,24
1653591367.881731,13,13,26
1653591368.8840644,14,11,25
1653591369.9123633,15,10,25
1653591370.9367728,11,16,27
1653591371.9613576,15,12,27
1653591372.9708755,12,14,26
1653591374.0093029,16,9,25
1653591375.0248735,12,15,27
1653591376.0294654,17,6,23
1653591377.0455968,13,11,24
1653591378.0603926,11,16,27
1653591379.0826552,15,8,23
1653591380.0911164,14,10,24
1653591381.1120791,15,8,23
1653591382.1262126,14,9,23
1653591383.1677394,14,9,23
1653591384.2085607,15,11,26
1653591385.2255642,14,8,22
1653591386.276657,17,6,23
1653591387.3002172,13,8,21
1653591388.3326702,16,8,24
1653591389.3459554,12,13,25
1653591390.3651848,15,10,25
1653591391.413798,16,7,23
1653591392.4421625,15,8,23
1653591393.467403,12,13,25
1653591394.4853635,4,25,29
1653591395.5115383,7,20,27